Trial_ID,Title,Official_Title,Organization,Lead_Sponsor,Lead_Sponsor_Type,Overall_Status,Start_Date,Primary_Completion_Date,Completion_Date,Study_Type,Study_Phase,Enrollment,Masking,Allocation,Primary_Condition,All_Conditions,Condition_Count,Num_Arms,Num_Interventions,Intervention_Types,Gender,Accepts_Healthy_Volunteers,Primary_Outcome_Count,Secondary_Outcome_Count,Has_Outcome_Data,Has_Results,Primary_Outcomes,Secondary_Outcomes,Outcome_CBR,Outcome_CR,Outcome_DFS,Outcome_DMFS,Outcome_DoR,Outcome_EFS,Outcome_LRFS,Outcome_ORR,Outcome_OS,Outcome_PFS,Outcome_PR,Outcome_QOL,Outcome_RR,Outcome_TOX,Outcome_TTF,Outcome_TTP
NCT00098254,BAY 43-9006 (Sorafenib) to Treat Relapsed Non-Small Cell Lung Cancer,Phase II Study of Bay 43-9006 (Sorafenib) With Evaluation of RAS Signal Pathway in Patients With Relapsed Non-Small Cell Lung Cancer,National Institutes of Health Clinical Center (CC),National Cancer Institute (NCI),NIH,COMPLETED,2004-12,2009-11,2011-01,INTERVENTIONAL,PHASE2,,,,Non-Small-Cell Lung Carcinoma,Non-Small-Cell Lung Carcinoma,1,1,1,DRUG,,,3,13,True,Yes,Response Rate (NUMBER) percentage of participants = 6 [1-20]; Progression Free Survival (MEDIAN) months = 3.4 [1.9-3.7]; The Number of Participants With Adverse Events (NUMBER) Participants = 37,"Overall Survival (MEDIAN) months = 11.6 [9.2-16.4]; ; Overall Survival Reported Separately for Participants With a Change in PLGF Below 11 pg/ml and Above 12 pg/ml (MEDIAN) months = 6.6 [4.9-9.2]; Cytokine Levels (MEDIAN) pg/ml = 101 [69-204]; Correlation of Response to Treatment With KRAS Mutational Status (NUMBER) percentage of participants = 60; Overall Survival Associated With Basic Fibroblast Growth Factor (bFGF) (MEDIAN) months = 15.4 [9.2-31.2]; Progression Free Survival Associated With Basic Fibroblast Growth Factor (bFGF) (MEDIAN) months = 4.4 [3.1-5.5]; Percentage of Participants With an Increase or Decrease in the Reverse Contrast Transfer Rate (Kep), Forward Contrast Transfer Rate (Ktrans), and Extravascular Fraction (Ve) With the Dynamic Contrast Enhanced Magnetic Resonance Imaging (DCE-MRI) (NUMBER) Percentage of participants = 19; ; ; ; ; ",,,,,,,,,Overall Survival (MEDIAN) months = 11.6 [9.2-16.4]; Overall Survival Reported Separately for Participants With a Change in PLGF Below 11 pg/ml and Above 12 pg/ml (MEDIAN) months = 6.6 [4.9-9.2]; Overall Survival Associated With Basic Fibroblast Growth Factor (bFGF) (MEDIAN) months = 15.4 [9.2-31.2],Progression Free Survival (MEDIAN) months = 3.4 [1.9-3.7]; Progression Free Survival Associated With Basic Fibroblast Growth Factor (bFGF) (MEDIAN) months = 4.4 [3.1-5.5],,,Response Rate (NUMBER) percentage of participants = 6 [1-20],The Number of Participants With Adverse Events (NUMBER) Participants = 37,,
NCT00100932,"Phase II Study Of E7389, Halichondrin B Analogue, In Patients With Advanced Non-Small Cell Lung Cancer, NSCLC, Who Progressed During Or After Platinum","Phase II Study of E7389, a Halichondrin B Analog, in Patients With Advanced Non-Small Cell Lung Cancer (NSCLC), Who Progressed During or After Platinum-Based Doublet Chemotherapy Stratified for Prior ",Eisai Inc.,Eisai Inc.,INDUSTRY,COMPLETED,2004-12,2008-06,,INTERVENTIONAL,PHASE2,,,,Non-Small-Cell Lung Carcinoma,Non-Small-Cell Lung Carcinoma,1,2,2,DRUG,,,1,3,True,Yes,Overall Objective Response Rate (ORR) (NUMBER) percentage of participants = 11.7,Duration of Response (MEDIAN) Days = 171 [50-291]; Progression Free Survival (MEDIAN) Days = 106 [1-408]; ,,,,,Duration of Response (MEDIAN) Days = 171 [50-291],,,Overall Objective Response Rate (ORR) (NUMBER) percentage of participants = 11.7,,Progression Free Survival (MEDIAN) Days = 106 [1-408],,,Overall Objective Response Rate (ORR) (NUMBER) percentage of participants = 11.7,,,
NCT00102804,Pemetrexed and Best Supportive Care Versus Placebo and Best Supportive Care in Non-Small Cell Lung Cancer (NSCLC),"A Phase 3, Double-Blind, Placebo-Controlled Study of Maintenance Pemetrexed Plus Best Supportive Care Versus Best Supportive Care Immediately Following Induction Treatment for Advanced Non-Small Cell ",Eli Lilly and Company,Eli Lilly and Company,INDUSTRY,COMPLETED,2005-03,2007-08,2013-12,INTERVENTIONAL,PHASE3,,,,Non-Small Cell Lung Cancer,Non-Small Cell Lung Cancer,1,2,3,DRUG; OTHER,,,1,6,True,Yes,Progression-Free Survival (PFS) Time (MEDIAN) months = 4.27 [4.07-4.73],Overall Survival (OS) Time (MEDIAN) months = 13.37 [11.93-15.87]; Time to Objective Progressive Disease (TPD) (MEDIAN) months = 4.27 [4.11-4.73]; Time to Worsening of Symptoms (TWS) (MEDIAN) months = 3.78 [2.86-4.44]; Percentage of Participants With a Complete Response (CR) or Partial Response (PR) (Objective Tumor Response Rate) (NUMBER) percentage of participants = 6.8 [5-10]; Number of Participants With Adverse Events (AEs) (NUMBER) participants = 83; Maximum Improvement Over Baseline in Individual Symptom Scores and Quality of Life Using the LCSS (MEAN) units on a scale = 7.3,,Percentage of Participants With a Complete Response (CR) or Partial Response (PR) (Objective Tumor Response Rate) (NUMBER) percentage of participants = 6.8 [5-10],,,,,,,Overall Survival (OS) Time (MEDIAN) months = 13.37 [11.93-15.87],Progression-Free Survival (PFS) Time (MEDIAN) months = 4.27 [4.07-4.73],Percentage of Participants With a Complete Response (CR) or Partial Response (PR) (Objective Tumor Response Rate) (NUMBER) percentage of participants = 6.8 [5-10],Maximum Improvement Over Baseline in Individual Symptom Scores and Quality of Life Using the LCSS (MEAN) units on a scale = 7.3,Percentage of Participants With a Complete Response (CR) or Partial Response (PR) (Objective Tumor Response Rate) (NUMBER) percentage of participants = 6.8 [5-10],Number of Participants With Adverse Events (AEs) (NUMBER) participants = 83,,
NCT00111839,Effects of Matuzumab in Combination With Pemetrexed for the Treatment of Advanced Lung Cancer,"Randomized, Phase II, Open-Label Controlled Study of Two Different Doses and Schedules of EMD 72000 (Matuzumab) in Combination With Pemetrexed, or Pemetrexed Alone, as Second-Line Treatment for Stage ",EMD Serono,EMD Serono,INDUSTRY,COMPLETED,2005-05-31,2007-07-31,2009-03-31,INTERVENTIONAL,PHASE2,,,,Lung Cancer,Lung Cancer; Non Small Cell Lung Carcinoma,2,3,2,DRUG,,,1,4,True,Yes,Number of Participants With Objective Response Assessed by Independent Review Committee (NUMBER) participants = 2 [1-14],"Overall Survival (OS) (MEDIAN) months = 7.9 [7.2-9.9]; Progression-Free Survival (PFS) (MEDIAN) months = 2.7 [1.6-4.4]; ; Change From Baseline to Cycle 2 in Global Quality of Life (QoL), as Assessed Using Lung Cancer Symptom Scale (LCSS) (MEAN) units on a scale = 35.9",,,,,,,,,Overall Survival (OS) (MEDIAN) months = 7.9 [7.2-9.9],Progression-Free Survival (PFS) (MEDIAN) months = 2.7 [1.6-4.4],,"Change From Baseline to Cycle 2 in Global Quality of Life (QoL), as Assessed Using Lung Cancer Symptom Scale (LCSS) (MEAN) units on a scale = 35.9",,,,
NCT00112294,Study of Taxane/Carboplatin +/- Cetuximab as First-Line Treatment for Patients With Advanced/Metastatic Non-Small Cell Lung Cancer,A Randomized Multicenter Phase III Study of Taxane/Carboplatin/Cetuximab Versus Taxane/Carboplatin as First-Line Treatment for Patients With Advanced/Metastatic Non-Small Cell Lung Cancer,Eli Lilly and Company,Eli Lilly and Company,INDUSTRY,COMPLETED,2004-12,2007-04,2008-08,INTERVENTIONAL,PHASE3,,,,Non-Small-Cell Lung Carcinoma,Non-Small-Cell Lung Carcinoma,1,2,4,DRUG,,,1,15,True,Yes,Median Number of Months of Progression-free Survival (PFS) (MEDIAN) Months = 4.40 [4.11-5.06],"Number of Participants With Complete Response (CR) or Partial Response (PR) (NUMBER) Participants = 87; Number of Participants With Complete Response (CR), Partial Response (PR) or Stable Disease (SD) (NUMBER) Participants = 230; Median Number of Months of Response (MEDIAN) Months = 5.55 [4.40-6.83]; Median Number of Months to Response (MEDIAN) Months = 1.38 [1.08-12.65]; Median Number of Months of Survival (MEDIAN) Months = 9.69 [8.28-11.50]; Number of Participants With Improvement of Symptoms (NUMBER) Participants = 107; ; Number of Participants Who Died, or Experienced Other Serious Adverse Events (SAEs) and Adverse Events (AEs) (NUMBER) Participants = 38; Number of Participants Experiencing AEs Leading to Study Drug Discontinuation (NUMBER) participants = 100; Number of Participants Experiencing Other Significant AEs: Acneform Rash (NUMBER) Participants = 246; Number of Participants Experiencing Other Significant AEs: Infusion Reaction (NUMBER) Participants = 45; Number of Participants Experiencing Other Significant AEs: Cardiac AEs (NUMBER) Participants = 58; Number of Participants Who Exprienced the Most Frequent Grade 3-4 Hematology Abnormalities Occurring in >=5% Participants (NUMBER) Participants = 198; Number of Participants Who Experienced the Most Frequent Grade 3-4 Serum Chemistry Abnormalities Occurring in >=5% Participants (NUMBER) Participants = 33; ",,"Number of Participants With Complete Response (CR) or Partial Response (PR) (NUMBER) Participants = 87; Number of Participants With Complete Response (CR), Partial Response (PR) or Stable Disease (SD) (NUMBER) Participants = 230",,,,,,,,Median Number of Months of Progression-free Survival (PFS) (MEDIAN) Months = 4.40 [4.11-5.06],"Number of Participants With Complete Response (CR) or Partial Response (PR) (NUMBER) Participants = 87; Number of Participants With Complete Response (CR), Partial Response (PR) or Stable Disease (SD) (NUMBER) Participants = 230",,,"Number of Participants Who Died, or Experienced Other Serious Adverse Events (SAEs) and Adverse Events (AEs) (NUMBER) Participants = 38; Number of Participants Experiencing AEs Leading to Study Drug Discontinuation (NUMBER) participants = 100",,
NCT00113516,A Study Of SU011248 As Therapy In Patients With Locally Advanced Or Metastatic Non-Small Cell Lung Cancer,Phase 2 Study Of SU011248 As Consolidation Therapy In Patients With Locally Advanced Or Metastatic Non-Small Cell Lung Cancer,Pfizer,Pfizer,INDUSTRY,COMPLETED,2005-09,2009-03,2009-03,INTERVENTIONAL,PHASE2,,,,Non-small Cell Lung Cancer,Non-small Cell Lung Cancer,1,1,3,DRUG,,,1,36,True,Yes,Proportion of Subjects Surviving at One Year (NUMBER) proportion = 0.405,Progression-free Survival (PFS) (MEDIAN) weeks = 23.1 [21.4-28.2]; Time to Tumor Progression (TTP) (MEDIAN) weeks = 23.6 [22.6-29.3]; Duration of Response (DR) (MEDIAN) weeks = 27.3 [16.3-40.1]; Number of Subjects With Overall Confirmed Objective Disease Response (NUMBER) participants = 23; Overall Survival (OS) (MEDIAN) months = 10.4 [8.1-12.2]; Trough Plasma Concentration (Ctrough) of Sunitinib (MEAN) nanograms (ng)/milliliter (mL) = 57.69; Ctrough of SU-012662 (Sunitinib's Metabolite) (MEAN) ng/mL = 27.54; Ctrough of Total Drug (Sunitinib + SU-012662) (MEAN) ng/mL = 85.23; Dose-Corrected Ctrough of Sunitinib (MEAN) ng/mL = 64.10; Dose-Corrected Ctrough of SU-012662 (Sunitinib's Metabolite) (MEAN) ng/mL = 27.90; Dose-Corrected Ctrough of Total Drug (Sunitinib + SU-012662) (MEAN) ng/mL = 92.00; Vascular Endothelial Growth Factor Receptor 3 (VEGFR3) Concentration at Baseline (MEAN) picograms (pg)/milliliter (mL) = 30382.83; VEGFR3 Ratio to Baseline at Each Time Point (MEAN) ratio = 0.39; VEGF-C Concentration at Baseline (MEAN) pg/mL = 793.19; VEGF-C Ratio to Baseline at Each Time Point (MEAN) ratio = 0.81; Soluble E-Selectin at Baseline (MEAN) nanograms (ng)/mL = 27.06; Soluble E-Selectin Ratio to Baseline at Each Time Point (MEAN) ratio = 0.83; VEGFR3 at Baseline Stratified by Tumor Response (CR or PR or [SD > = 6 Weeks] or PD) (NUMBER) pg/mL = 21660.00; VEGFR3 Ratio to Baseline at Each Time Point Stratified by Tumor Response (CR or PR or [SD > = 6 Weeks] or PD) (NUMBER) ratio = 0.34; VEGF-C at Baseline Stratified by Tumor Response (CR or PR or [SD > = 6 Weeks] or PD) (NUMBER) pg/mL = 704.80; VEGF-C Ratio to Baseline at Each Time Point Stratified by Tumor Response (CR or PR or [SD > = 6 Weeks] or PD) (NUMBER) ratio = 0.73; Soluble E-Selectin at Baseline Stratified by Tumor Response (CR or PR or [SD > = 6 Weeks] or PD) (NUMBER) pg/mL = 26.40; Soluble E-Selectin Ratio to Baseline at Each Time Point Stratified by Tumor Response (CR or PR or [SD > = 6 Weeks] or PD) (NUMBER) ratio = 0.84; Comparison of Kaplan-Meier PFS Curves After Stratification by < or > = Median Levels of VEGFR3 at Baseline and Changes From Baseline (MEDIAN) weeks = 13.1 [10.11-32.91]; Comparison of Kaplan-Meier PFS Curves After Stratification by < or > = Median Levels of VEGF-C at Baseline and Changes From Baseline (MEDIAN) weeks = 16.1 [10.97-32.91]; Comparison of Kaplan-Meier PFS Curves After Stratification by < or > = Median Levels of Soluble E-Selectin at Baseline and Changes From Baseline (MEDIAN) weeks = 11.1 [9.12-22.51]; Comparison of Kaplan-Meier TTP Curves After Stratification by < or > = Median Levels of VEGFR3 at Baseline and Changes From Baseline (MEDIAN) weeks = 15.8 [10.83-32.91]; Comparison of Kaplan-Meier TTP Curves After Stratification by < or > = Median Levels of VEGF-C at Baseline and Changes From Baseline (MEDIAN) weeks = 16.1 [10.97-32.91]; Comparison of Kaplan-Meier TTP Curves After Stratification by < or > = Median Levels of Soluble E-Selectin at Baseline Changes From Baseline (MEDIAN) weeks = 11.1 [9.97-43.30]; Comparison of Kaplan-Meier OS Curves After Stratification by < or > = Median Levels of VEGFR3 at Baseline Changes From Baseline (MEDIAN) months = 8.7 [6.55-20.53]; Comparison of Kaplan-Meier OS Curves After Stratification by < or > = Median Levels of VEGF-C at Baseline and Changes From Baseline (MEDIAN) months = 8.5 [6.32-15.76]; Comparison of Kaplan-Meier OS Curves After Stratification by < or > = Median Levels of Soluble E-Selectin at Baseline and Changes From Baseline (MEDIAN) months = 6.5 [4.24-12.66]; ; ; Change From Baseline in Health Related Quality of Life (HRQOL) and Lung Cancer Related Symptoms as Assessed With the European Organization for Research and Treatment of Cancer (EORTC) Quality of Life Questionnaire (EORTC QLQ-C30) (MEAN) scores on a scale = -1.54; Change From Baseline in HRQOL and Lung Cancer Related Symptoms as Assessed With the EORTC QLQ Lung Cancer Module (QLQ-LC13) (MEAN) scores on a scale = 3.40,,,,,Duration of Response (DR) (MEDIAN) weeks = 27.3 [16.3-40.1],,,,Overall Survival (OS) (MEDIAN) months = 10.4 [8.1-12.2]; Comparison of Kaplan-Meier OS Curves After Stratification by < or > = Median Levels of VEGFR3 at Baseline Changes From Baseline (MEDIAN) months = 8.7 [6.55-20.53]; Comparison of Kaplan-Meier OS Curves After Stratification by < or > = Median Levels of VEGF-C at Baseline and Changes From Baseline (MEDIAN) months = 8.5 [6.32-15.76]; Comparison of Kaplan-Meier OS Curves After Stratification by < or > = Median Levels of Soluble E-Selectin at Baseline and Changes From Baseline (MEDIAN) months = 6.5 [4.24-12.66],Progression-free Survival (PFS) (MEDIAN) weeks = 23.1 [21.4-28.2]; Comparison of Kaplan-Meier PFS Curves After Stratification by < or > = Median Levels of VEGFR3 at Baseline and Changes From Baseline (MEDIAN) weeks = 13.1 [10.11-32.91]; Comparison of Kaplan-Meier PFS Curves After Stratification by < or > = Median Levels of VEGF-C at Baseline and Changes From Baseline (MEDIAN) weeks = 16.1 [10.97-32.91]; Comparison of Kaplan-Meier PFS Curves After Stratification by < or > = Median Levels of Soluble E-Selectin at Baseline and Changes From Baseline (MEDIAN) weeks = 11.1 [9.12-22.51],VEGFR3 at Baseline Stratified by Tumor Response (CR or PR or [SD > = 6 Weeks] or PD) (NUMBER) pg/mL = 21660.00; VEGFR3 Ratio to Baseline at Each Time Point Stratified by Tumor Response (CR or PR or [SD > = 6 Weeks] or PD) (NUMBER) ratio = 0.34; VEGF-C at Baseline Stratified by Tumor Response (CR or PR or [SD > = 6 Weeks] or PD) (NUMBER) pg/mL = 704.80; VEGF-C Ratio to Baseline at Each Time Point Stratified by Tumor Response (CR or PR or [SD > = 6 Weeks] or PD) (NUMBER) ratio = 0.73; Soluble E-Selectin at Baseline Stratified by Tumor Response (CR or PR or [SD > = 6 Weeks] or PD) (NUMBER) pg/mL = 26.40; Soluble E-Selectin Ratio to Baseline at Each Time Point Stratified by Tumor Response (CR or PR or [SD > = 6 Weeks] or PD) (NUMBER) ratio = 0.84,Change From Baseline in Health Related Quality of Life (HRQOL) and Lung Cancer Related Symptoms as Assessed With the European Organization for Research and Treatment of Cancer (EORTC) Quality of Life Questionnaire (EORTC QLQ-C30) (MEAN) scores on a scale = -1.54; Change From Baseline in HRQOL and Lung Cancer Related Symptoms as Assessed With the EORTC QLQ Lung Cancer Module (QLQ-LC13) (MEAN) scores on a scale = 3.40,,,,Comparison of Kaplan-Meier TTP Curves After Stratification by < or > = Median Levels of VEGFR3 at Baseline and Changes From Baseline (MEDIAN) weeks = 15.8 [10.83-32.91]; Comparison of Kaplan-Meier TTP Curves After Stratification by < or > = Median Levels of VEGF-C at Baseline and Changes From Baseline (MEDIAN) weeks = 16.1 [10.97-32.91]; Comparison of Kaplan-Meier TTP Curves After Stratification by < or > = Median Levels of Soluble E-Selectin at Baseline Changes From Baseline (MEDIAN) weeks = 11.1 [9.97-43.30]
NCT00118144,Bortezomib in Treating Patients With Stage IIIB or Stage IV Lung Cancer,Phase II Study of Bortezomib (PS-341) for Patients With Advanced Bronchiolo-Alveolar Carcinoma (BAC) or Adenocarcinoma With BAC Features,National Cancer Institute (NCI),National Cancer Institute (NCI),NIH,COMPLETED,2005-06,2010-12,2010-12,INTERVENTIONAL,PHASE2,,,,Adenocarcinoma of the Lung,Adenocarcinoma of the Lung; Bronchoalveolar Cell Lung Cancer; Non-small Cell Lung Cancer,6,1,1,DRUG,,,1,2,True,Yes,Objective Response Rate With Bortezomib Evaluated by Both RECIST Criteria and Computer-assisted Image Analysis. (NUMBER) percentage of responders = 5,Progression-free Survival (MEDIAN) Months = 5.5 [2.1-6.4]; Overall Survival (MEAN) Months = 13.6,,,,,,,,Objective Response Rate With Bortezomib Evaluated by Both RECIST Criteria and Computer-assisted Image Analysis. (NUMBER) percentage of responders = 5,Overall Survival (MEAN) Months = 13.6,Progression-free Survival (MEDIAN) Months = 5.5 [2.1-6.4],,,Objective Response Rate With Bortezomib Evaluated by Both RECIST Criteria and Computer-assisted Image Analysis. (NUMBER) percentage of responders = 5,,,
NCT00130728,A Study to Evaluate the Efficacy of Bevacizumab in Combination With Tarceva for Advanced Non-Small Cell Lung Cancer,"A Phase III, Multicenter, Placebo-Controlled, Double-Blind, Randomized Clinical Trial to Evaluate the Efficacy of Bevacizumab in Combination With Tarceva (Erlotinib) Compared With Tarceva Alone for Tr","Genentech, Inc.","Genentech, Inc.",INDUSTRY,COMPLETED,2005-06-08,2008-07-15,2019-12-23,INTERVENTIONAL,PHASE3,,,,Non-Small Cell Lung Cancer,Non-Small Cell Lung Cancer,1,2,3,DRUG,,,1,3,True,Yes,Overall Survival (OS) Among All Randomized Patients (MEDIAN) months = 9.3 [7.39-11.47],Progression-free Survival (PFS) (MEDIAN) months = 3.4 [2.79-4.27]; Percentage of Participants With Objective Response (NUMBER) Percentage of participants = 12.6 [9.1-16.8]; Duration of Objective Response (MEDIAN) months = 9.7 [6.90-19.48],,,,,,,,,Overall Survival (OS) Among All Randomized Patients (MEDIAN) months = 9.3 [7.39-11.47],Progression-free Survival (PFS) (MEDIAN) months = 3.4 [2.79-4.27],,,,,,
NCT00137839,Erlotinib in Women With Previously Untreated Adenocarcinoma of the Lung,A Phase II Study of Erlotinib (OSI-774); Tarceva in Women With Previously Untreated Advance Adenocarcinoma of the Lung,Dana-Farber Cancer Institute,"Pasi A. Janne, MD, PhD",OTHER,COMPLETED,2004-11,2008-11,2019-07,INTERVENTIONAL,PHASE2,,,,Adenocarcinoma,Adenocarcinoma; Non-small Cell Lung Cancer,2,1,1,DRUG,,,1,3,True,Yes,Overall Response Rate (ORR) (NUMBER) percentage of participants = 27.7 [18.5-38.7],Overall Response Rate (ORR) by EGFR Mutation Status (NUMBER) percentage of participants = 56.4 [39.6-72.2]; Overall Survival (OS) (MEDIAN) months = 22.9 [15.7-26.5]; Overall Survival by EGFR Mutation Status (MEDIAN) months = 32.6 [24.4-44.0],,,,,,,,,Overall Survival (OS) (MEDIAN) months = 22.9 [15.7-26.5]; Overall Survival by EGFR Mutation Status (MEDIAN) months = 32.6 [24.4-44.0],,,,Overall Response Rate (ORR) (NUMBER) percentage of participants = 27.7 [18.5-38.7]; Overall Response Rate (ORR) by EGFR Mutation Status (NUMBER) percentage of participants = 56.4 [39.6-72.2],,,
NCT00138203,"Suberoylanilide Hydroxamic Acid in Treating Patients With Stage IIIB, Stage IV, or Recurrent Non-Small Cell Lung Cancer",A Phase II Study of Suberoylanilide Hydroxamic Acid (SAHA) in Patients With Relapsed Non-small Cell Lung Cancer,National Cancer Institute (NCI),National Cancer Institute (NCI),NIH,COMPLETED,2005-06,2008-12,2008-12,INTERVENTIONAL,PHASE2,,,,Recurrent Non-small Cell Lung Cancer,Recurrent Non-small Cell Lung Cancer; Stage IIIB Non-small Cell Lung Cancer; Stage IV Non-small Cell Lung Cancer,3,1,2,DRUG; OTHER,,,1,3,True,Yes,Response Per RECIST Criteria (NUMBER) participants = 0,Time to Progression (MEDIAN) months = 2.3 [.9-19.4]; Overall Survial (MEDIAN) months = 7.1 [1.4-30]; Toxicity (COUNT_OF_PARTICIPANTS) Participants = 16,,,,,,,,,,,,,,Toxicity (COUNT_OF_PARTICIPANTS) Participants = 16,,Time to Progression (MEDIAN) months = 2.3 [.9-19.4]
NCT00138658,A Study of OGX-011/Gemcitabine/Platinum-Based Regimen in Stage IIIB/IV Non-Small Cell Lung Cancer (NSCLC),A Phase 1-2 Study of Weekly OGX-011 Plus a Gemcitabine/Platinum-Based Regimen in Patients With Stage IIIB or IV Non Small Cell Lung Cancer,Achieve Life Sciences,Achieve Life Sciences,INDUSTRY,COMPLETED,2004-11,2010-03,2010-03,INTERVENTIONAL,PHASE1; PHASE2,,,,Non-small Cell Lung Cancer,Non-small Cell Lung Cancer,1,0,1,DRUG,,,1,6,True,Yes,Objective Response Rate of OGX-011 in Combination With Gemcitabine/Platinum-based Regimen (NUMBER) percentage of participants = 26,Progression-free Survival (MEDIAN) months = 4.3 [3.0-5.3]; Overall Survival (MEDIAN) months = 14.1 [9.4-17.5]; Effect of OGX-011 on Serum Clusterin Levels (MEAN) µg/mL = -25.5; Cmax of OGX-011 (MEAN) ng/mL = 64086; t1/2 of OGX-011 (MEAN) hours = 3.7; AUC-0-last (MEAN) ng*h/mL = 260747,,,,,,,,Objective Response Rate of OGX-011 in Combination With Gemcitabine/Platinum-based Regimen (NUMBER) percentage of participants = 26,Overall Survival (MEDIAN) months = 14.1 [9.4-17.5],Progression-free Survival (MEDIAN) months = 4.3 [3.0-5.3],,,Objective Response Rate of OGX-011 in Combination With Gemcitabine/Platinum-based Regimen (NUMBER) percentage of participants = 26,,,
NCT00148798,Study of Cisplatin/Vinorelbine +/- Cetuximab as First-line Treatment of Advanced Non Small Cell Lung Cancer (FLEX),"Open, Randomized, Controlled, Multicenter Phase III Study Comparing Cisplatin/Vinorelbine Plus Cetuximab Versus Cisplatin/Vinorelbine as First-line Treatment for Patients With Epidermal Growth Factor ","Merck KGaA, Darmstadt, Germany","Merck KGaA, Darmstadt, Germany",INDUSTRY,COMPLETED,2004-10,2007-07,2012-05,INTERVENTIONAL,PHASE3,,,,Non Small Cell Lung Cancer (NSCLC),Non Small Cell Lung Cancer (NSCLC),1,2,2,DRUG,,,1,7,True,Yes,Overall Survival Time (OS) (MEDIAN) months = 11.3 [9.4-12.4],Progression-free Survival Time (MEDIAN) months = 4.8 [4.2-5.3]; Best Overall Response Rate (NUMBER) percentage of participants = 36.4 [32.4-40.6]; Disease Control Rate (NUMBER) percentage of participants = 72.5 [68.6-76.2]; Quality of Life (QOL) Assessment European Organisation for the Research and Treatment of Cancer (EORTC) QLQ-C30 Global Health Status (LEAST_SQUARES_MEAN) scores on a scale = 45.72; Quality of Life Assessment (EORTC QLQ-C30) Social Functioning (LEAST_SQUARES_MEAN) scores on a scale = 66.17; A Population Pharmacokinetic (PK) Analysis for Cetuximab in Non-Small Cell Lung Cancer (NSCLC) - Serum Cetuximab Concentrations (MEAN) ug/mL = 223.1; Safety - Number of Patients Experiencing Any Adverse Event (NUMBER) participants = 545,,,,,,,,,Overall Survival Time (OS) (MEDIAN) months = 11.3 [9.4-12.4],Progression-free Survival Time (MEDIAN) months = 4.8 [4.2-5.3],,Quality of Life (QOL) Assessment European Organisation for the Research and Treatment of Cancer (EORTC) QLQ-C30 Global Health Status (LEAST_SQUARES_MEAN) scores on a scale = 45.72; Quality of Life Assessment (EORTC QLQ-C30) Social Functioning (LEAST_SQUARES_MEAN) scores on a scale = 66.17,Best Overall Response Rate (NUMBER) percentage of participants = 36.4 [32.4-40.6],Safety - Number of Patients Experiencing Any Adverse Event (NUMBER) participants = 545,,
NCT00152477,A Study of Paclitaxel/Carboplatin With or Without CDP791 in Patients With Lung Cancer,"A Two-Part, Open Label Phase II Trial: Part One, Dose Escalation Safety; Part Two, Randomized/Comparing CDP791 Plus Carboplatin/Paclitaxel With Carboplatin/Paclitaxel Alone in Subjects With Locally Ad",UCB Pharma,UCB Pharma,INDUSTRY,COMPLETED,2005-08-15,2009-06-25,2009-06-25,INTERVENTIONAL,PHASE2,,,,Carcinoma,Carcinoma; Non-Squamous Non-Small-Cell Lung Cancer,2,3,4,DRUG,,,1,5,True,Yes,Tumor Response Rate (RR) (NUMBER) percentage of participants = 0,Progression Free Survival (PFS) (MEDIAN) weeks = 24.14 [20.29-29.29]; Time to Treatment Failure (MEDIAN) weeks = 13.21 [6.86-20.29]; Overall Survival (MEDIAN) weeks = 36.14 [27.14-64.14]; Duration of Overall Response (MEDIAN) weeks = 21.14; Time to Response (MEDIAN) weeks = 8.57 [8.14-17.43],,,,,,,,,Overall Survival (MEDIAN) weeks = 36.14 [27.14-64.14],Progression Free Survival (PFS) (MEDIAN) weeks = 24.14 [20.29-29.29],,,Tumor Response Rate (RR) (NUMBER) percentage of participants = 0,,Time to Treatment Failure (MEDIAN) weeks = 13.21 [6.86-20.29],
NCT00153803,Erlotinib or Placebo Following Chemoradiotherapy (Chemo/RT) in Stage III Non-Small Cell Lung Cancer (NSCLC),"A National Web-Based Randomized Phase III Study of Erlotinib or Placebo Following Concurrent Docetaxel, Carboplatin, and Thoracic Radiotherapy in Patients With Inoperable Stage III Non-Small Cell Lung",Dartmouth-Hitchcock Medical Center,Dartmouth-Hitchcock Medical Center,OTHER,COMPLETED,2005-05,2014-04,2014-04,INTERVENTIONAL,PHASE3,,,,"Carcinoma, Non-Small-Cell Lung","Carcinoma, Non-Small-Cell Lung; Non-small Cell Lung Cancer; NSCLC",3,2,2,DRUG,,,1,4,True,Yes,Progression Free Survival (MEDIAN) Months = 7.4,"Overall Survival (MEDIAN) Months = 16.5; Percent of Participants Surviving 3 Years (NUMBER) percentage of participants = 37; Serious Adverse Event Profile Relating to Death, Disability, Life-threatening, Hospitalization, and Impairment/Damage for Concurrent Chemoradiation (COUNT_OF_PARTICIPANTS) Participants = 7; Serious Adverse Event Profile Relating to Death, Disability, Life-threatening, Hospitalization, and Impairment/Damage for Erlotinib and Placebo (COUNT_OF_PARTICIPANTS) Participants = 10",,,,,,,,,Overall Survival (MEDIAN) Months = 16.5,Progression Free Survival (MEDIAN) Months = 7.4,,,,,,
