Trial_ID,Title,Has_Outcome_Data,Primary_Outcome_Count,Secondary_Outcome_Count,Primary_Outcomes,Secondary_Outcomes,CBR,CR,DFS,DMFS,DoR,EFS,LRFS,ORR,OS,PFS,PR,QOL,RR,TOX,TTF,TTP
NCT03515837,Study of Pemetrexed + Platinum Chemotherapy With or Without Pembrolizumab (MK-3475) in Adults With T,True,2,6,Progression-free Survival (PFS) Per Response Evaluation Criteria in Solid Tumors Version 1.1 (RECIST 1.1) (MEDIAN) Months = 5.6 [5.5-5.8]; Overall Survival (OS) (MEDIAN) Months = 15.9 [13.7-18.8],Objective Response Rate (ORR) Per RECIST 1.1 (NUMBER) Percentage of Participants = 29.0 [23.4-35.1]; Duration of Response (DOR) Per RECIST 1.1 (MEDIAN) Months = 6.3 [5.9-8.3]; Change From Baseline in European Organization for Research and Treatment of Cancer (EORTC) Quality of Life Questionnaire-Core 30 (QLQ-C30) Global Health Status (Item 29) and Quality of Life (Item 30) Combined Score (LEAST_SQUARES_MEAN) Score on a Scale = -0.46 [-3.17-2.25]; ; Percentage of Participants Who Experienced an Adverse Event (AE) (NUMBER) Percentage of Participants = 97.6; Percentage of Participants Who Discontinued Study Treatment Due to AEs (NUMBER) Percentage of Participants = 19.2,,,,,Duration of Response (DOR) Per RECIST 1.1 (MEDIAN) Months = 6.3 [5.9-8.3],,,Objective Response Rate (ORR) Per RECIST 1.1 (NUMBER) Percentage of Participants = 29.0 [23.4-35.1],Overall Survival (OS) (MEDIAN) Months = 15.9 [13.7-18.8],Progression-free Survival (PFS) Per Response Evaluation Criteria in Solid Tumors Version 1.1 (RECIST 1.1) (MEDIAN) Months = 5.6 [5.5-5.8],,Change From Baseline in European Organization for Research and Treatment of Cancer (EORTC) Quality of Life Questionnaire-Core 30 (QLQ-C30) Global Health Status (Item 29) and Quality of Life (Item 30) Combined Score (LEAST_SQUARES_MEAN) Score on a Scale = -0.46 [-3.17-2.25],Objective Response Rate (ORR) Per RECIST 1.1 (NUMBER) Percentage of Participants = 29.0 [23.4-35.1],,,
NCT03519971,Study of Durvalumab Given With Chemoradiation Therapy in Patients With Unresectable Non-small Cell L,True,1,12,Progression-Free Survival (PFS) (MEDIAN) months = 13.8 [9.5-16.9],Objective Response Rate (ORR) (NUMBER) percentage of participants = 60.7 [53.9-67.2]; Overall Survival (OS) (MEDIAN) months = 36.4 [26.2-45.6]; Percentage of Participants Alive at 24 Months From Randomization (OS24) (NUMBER) percentage of participants = 58.4 [51.6-64.7]; Complete Response Rate (CRR) (NUMBER) percentage of participants = 1.8 [0.5-4.6]; Duration of Response (DoR) (MEDIAN) months = 30.7; Disease Control Rate (DCR) (NUMBER) percentage of participants = 65.8; Time to Death or Distant Metastasis (TTDM) (MEDIAN) months = 51.0; Time From Randomization to Second Progression (PFS2) (MEDIAN) months = 27.8 [21.8-35.8]; Serum Concentration of Durvalumab (GEOMETRIC_MEAN) microgram per milliliter = 452.21; Number of Participants With Anti-Drug Antibody (ADA) Response to Durvalumab (COUNT_OF_PARTICIPANTS) Participants = 20; Change From Baseline in Disease-Related Symptoms as Assessed by European Organisation for Research and Treatment of Cancer Quality of Life Questionnaires (EORTC QLQ) at Average Over 12 Months (MEAN) units on a scale = -0.5 [-2.3-1.4]; Percentage of Participants With Adverse Events (AEs) and Serious Adverse Events (SAEs) (NUMBER) percentage of participants = 98.6,,Complete Response Rate (CRR) (NUMBER) percentage of participants = 1.8 [0.5-4.6],,,Duration of Response (DoR) (MEDIAN) months = 30.7,,,Objective Response Rate (ORR) (NUMBER) percentage of participants = 60.7 [53.9-67.2],Overall Survival (OS) (MEDIAN) months = 36.4 [26.2-45.6],Progression-Free Survival (PFS) (MEDIAN) months = 13.8 [9.5-16.9],,Change From Baseline in Disease-Related Symptoms as Assessed by European Organisation for Research and Treatment of Cancer Quality of Life Questionnaires (EORTC QLQ) at Average Over 12 Months (MEAN) units on a scale = -0.5 [-2.3-1.4],Objective Response Rate (ORR) (NUMBER) percentage of participants = 60.7 [53.9-67.2]; Complete Response Rate (CRR) (NUMBER) percentage of participants = 1.8 [0.5-4.6],Percentage of Participants With Adverse Events (AEs) and Serious Adverse Events (SAEs) (NUMBER) percentage of participants = 98.6,,
NCT03520842,Regorafenib and Methotrexate in Treating Participants With Recurrent or Metastatic KRAS Mutated Non-,True,1,5,Progression Free Survival (PFS) (MEDIAN) months = 3.7 [1.8-8.6],Objective Response Rate (ORR) (MEDIAN) percentage of participants = 16.7 [3.5-41.4]; Disease Control Rate (DCR) (MEDIAN) percentage of participants = 66.7 [41.0-86.7]; Number of Participants With Adverse Events (COUNT_OF_PARTICIPANTS) Participants = 17; Trough Serum Concentration of Methotrexate (MEAN) μmol/L = 0.04; Maximum Serum Concentration (Cmax) of Methotrexate (MEAN) μmol/L = 0.43,,,,,,,,Objective Response Rate (ORR) (MEDIAN) percentage of participants = 16.7 [3.5-41.4],,Progression Free Survival (PFS) (MEDIAN) months = 3.7 [1.8-8.6],,,Objective Response Rate (ORR) (MEDIAN) percentage of participants = 16.7 [3.5-41.4],Number of Participants With Adverse Events (COUNT_OF_PARTICIPANTS) Participants = 17,,
NCT03521154,A Global Study to Assess the Effects of Osimertinib Following Chemoradiation in Patients With Stage ,True,1,15,Progression-free Survival (PFS) by Blinded Independent Central Review (BICR) (MEDIAN) Months = 39.13,"Number of Participants With Progression-free Survival (PFS) Events in Patients With EGFR Ex19del or L858R Mutation (COUNT_OF_PARTICIPANTS) Participants = 26; Number of Participants With Progression-free Survival (PFS) Events in Patients With EGFR Mutations Ex19del or L858R Detectable in Plasma-derived ctDNA (COUNT_OF_PARTICIPANTS) Participants = 4; ; Overall Survival (Count) (COUNT_OF_PARTICIPANTS) Participants = 28; Overall Survival (Duration) (MEDIAN) Months = 53.95; Objective Response Rate by Blinded Independent Central Review (BICR) (NUMBER) % of participants = 57.3 [48.8-65.6]; Duration of Response, Unconfirmed by Blinded Independent Central Review (BICR) (MEDIAN) Months = 36.9; Disease Control Rate by Blinded Independent Central Review (BICR) (NUMBER) % of participants = 88.8 [82.5-93.5]; Tumour Shrinkage by Blinded Independent Central Review (BICR) (MEDIAN) % change from baseline = -43.3 [-100-144]; Proportion With Tumour Shrinkage by Blinded Independent Central Review (BICR) (NUMBER) Proportion of participants = 0.92; ; Time to Study Treatment Discontinuation (MEDIAN) Months = 40.28; Time to First Subsequent Treatment (MEDIAN) Months = 43.83; ; Second Progression-free Survival (PFS2) (MEDIAN) Months = 48.20",,,,,"Duration of Response, Unconfirmed by Blinded Independent Central Review (BICR) (MEDIAN) Months = 36.9",,,Objective Response Rate by Blinded Independent Central Review (BICR) (NUMBER) % of participants = 57.3 [48.8-65.6],Overall Survival (Count) (COUNT_OF_PARTICIPANTS) Participants = 28; Overall Survival (Duration) (MEDIAN) Months = 53.95,Progression-free Survival (PFS) by Blinded Independent Central Review (BICR) (MEDIAN) Months = 39.13; Number of Participants With Progression-free Survival (PFS) Events in Patients With EGFR Ex19del or L858R Mutation (COUNT_OF_PARTICIPANTS) Participants = 26; Number of Participants With Progression-free Survival (PFS) Events in Patients With EGFR Mutations Ex19del or L858R Detectable in Plasma-derived ctDNA (COUNT_OF_PARTICIPANTS) Participants = 4; Second Progression-free Survival (PFS2) (MEDIAN) Months = 48.20,,,Objective Response Rate by Blinded Independent Central Review (BICR) (NUMBER) % of participants = 57.3 [48.8-65.6],,,
NCT03523702,The Selective Personalized Radio-Immunotherapy for Locally Advanced NSCLC Trial,True,1,5,Progression-Free Survival (PFS) (COUNT_OF_PARTICIPANTS) Participants = 19,Freedom From Distant Metastasis (COUNT_OF_PARTICIPANTS) Participants = 17; Intrathoracic Disease Progression (COUNT_OF_PARTICIPANTS) Participants = 22; Overall Survival (OS) (COUNT_OF_PARTICIPANTS) Participants = 23; Radiographic Response Rate Based on Response Evaluation Criteria in Solid Tumors (RECIST) (COUNT_OF_PARTICIPANTS) Participants = 1; ,,,,,,,,,Overall Survival (OS) (COUNT_OF_PARTICIPANTS) Participants = 23,Progression-Free Survival (PFS) (COUNT_OF_PARTICIPANTS) Participants = 19,,,Radiographic Response Rate Based on Response Evaluation Criteria in Solid Tumors (RECIST) (COUNT_OF_PARTICIPANTS) Participants = 1,,,
NCT03526900,Atezolizumab in Combination With Carboplatin Plus Pemetrexed in Chemotherapy-naïve Patients With Asy,True,1,1,Efficacy of Atezolizumab + CBDCA + Pemetrexed by Evaluating PFS Rate (NUMBER) percentage of participants = 62.2 [47.1-76.2],Efficacy of Atezolizumab + CBDCA + Pemetrexed by Measuring Objective Response. (COUNT_OF_PARTICIPANTS) Participants = 18,,,,,,,,,,Efficacy of Atezolizumab + CBDCA + Pemetrexed by Evaluating PFS Rate (NUMBER) percentage of participants = 62.2 [47.1-76.2],,,,,,
NCT03563716,A Study of Tiragolumab in Combination With Atezolizumab in Chemotherapy-Naïve Patients With Locally ,True,2,6,Objective Response Rate (ORR) (NUMBER) percentage of participants = 16.2 [6.69-25.66]; Progression Free Survival (PFS) (MEDIAN) months = 3.58 [2.73-4.44],; ; ; ; ; ,,,,,,,,Objective Response Rate (ORR) (NUMBER) percentage of participants = 16.2 [6.69-25.66],,Progression Free Survival (PFS) (MEDIAN) months = 3.58 [2.73-4.44],,,Objective Response Rate (ORR) (NUMBER) percentage of participants = 16.2 [6.69-25.66],,,
NCT03573947,Phase II Clinical Trial of NIVO-IPI-TAXANE in Untreated Metastatic NSCLC,True,1,2,"Progression-free Survival (PFS) as Determined by the Investigator Using Response Evaluation Criteria In Solid Tumors RECIST 1.1 (Brand Name) or Death, Whichever Occurs First (MEDIAN) months = 9.4 [5.9-16.6]","Description of the Safety and Adverse Events of the Combination Nivolumab, Ipilimumab, and Paclitaxel in Untreated, Metastatic NSCLC. (COUNT_OF_PARTICIPANTS) Participants = 24; Estimate the Overall Response Rate With the Study Combination. (COUNT_OF_PARTICIPANTS) Participants = 2",,,,,,,,,,"Progression-free Survival (PFS) as Determined by the Investigator Using Response Evaluation Criteria In Solid Tumors RECIST 1.1 (Brand Name) or Death, Whichever Occurs First (MEDIAN) months = 9.4 [5.9-16.6]",,,Estimate the Overall Response Rate With the Study Combination. (COUNT_OF_PARTICIPANTS) Participants = 2,"Description of the Safety and Adverse Events of the Combination Nivolumab, Ipilimumab, and Paclitaxel in Untreated, Metastatic NSCLC. (COUNT_OF_PARTICIPANTS) Participants = 24",,
NCT03583086,Phase I/II Eval Safety & Prelim Activity Nivolumab Comb W/Vorolanib Pts W/Refractory Thoracic Tumors,True,6,0,Recommended Phase II Combination Dose in Phase I (Per Common Terminology Criteria for Adverse Events (CTCAE) Criteria Version 5) (NUMBER) mg = 200; Objective Response Rate in Phase II. (NUMBER) percentage of participants = 11.1 [0-27.8]; Progression Free Survival in Phase II (MEDIAN) months = 1.97 [1.54-4.60]; Duration of Response in Phase II. (MEDIAN) months = 2.7; Disease Control Rate in Phase II. Best Response Per Response Evaluation Criteria in Solid Tumors (RECIST) (NUMBER) percentage of participants = 44.4 [22.2-66.7]; Overall Survival in Phase II. (MEDIAN) months = 10.81,,,,,,Duration of Response in Phase II. (MEDIAN) months = 2.7,,,Objective Response Rate in Phase II. (NUMBER) percentage of participants = 11.1 [0-27.8],Overall Survival in Phase II. (MEDIAN) months = 10.81,Progression Free Survival in Phase II (MEDIAN) months = 1.97 [1.54-4.60],,,Objective Response Rate in Phase II. (NUMBER) percentage of participants = 11.1 [0-27.8],Recommended Phase II Combination Dose in Phase I (Per Common Terminology Criteria for Adverse Events (CTCAE) Criteria Version 5) (NUMBER) mg = 200,,
NCT03594747,A Study of Tislelizumab in Combination With Chemotherapy Versus Chemotherapy in Advanced Lung Cancer,True,2,10,Progression Free Survival (PFS) by Independent Review Committee (IRC) Assessment as of Data Cut-off Date of 06DEC2019 (MEDIAN) Months = 7.6 [5.95-9.79]; PFS by IRC Assessment as of Data Cut-off Date of 30SEP2020 (MEDIAN) Months = 7.7 [6.74-10.41],Overall Survival (OS) (MEDIAN) Months = 26.1 [18.99-33.81]; Objective Response Rate (ORR) by IRC Assessment (NUMBER) Percentage of participants = 74.2 [65.4-81.7]; ORR by Investigator Assessment (NUMBER) Percentage of participants = 70.0 [61.0-78.0]; Duration of Response (DOR) by IRC Assessment (MEDIAN) Months = 8.4 [5.03-18.69]; DOR by Investigator Assessment (MEDIAN) Months = 10.6 [7.03-16.23]; PFS by Investigator Assessment (MEDIAN) Months = 9.6 [7.62-11.76]; PFS by IRC Based on Programmed Death Ligand 1 (PD-L1) Expression (MEDIAN) Months = 7.6 [5.5-14.5]; European Organization for the Research and Treatment of Cancer Quality of Life Questionnaire-Lung Cancer (EORTC QLQ-LC13) (LEAST_SQUARES_MEAN) Score on a scale = 0.4 [-5.0-5.9]; European Organization for the Research and Treatment of Cancer Quality of Life Questionnaire Core 30 (EORTC QLQ-C30) Global Health Status (LEAST_SQUARES_MEAN) Score on a scale = 2.4 [-3.4-8.2]; Number of Participants With Adverse Events (COUNT_OF_PARTICIPANTS) Participants = 120,,,,,Duration of Response (DOR) by IRC Assessment (MEDIAN) Months = 8.4 [5.03-18.69]; DOR by Investigator Assessment (MEDIAN) Months = 10.6 [7.03-16.23],,,Objective Response Rate (ORR) by IRC Assessment (NUMBER) Percentage of participants = 74.2 [65.4-81.7]; ORR by Investigator Assessment (NUMBER) Percentage of participants = 70.0 [61.0-78.0],Overall Survival (OS) (MEDIAN) Months = 26.1 [18.99-33.81],Progression Free Survival (PFS) by Independent Review Committee (IRC) Assessment as of Data Cut-off Date of 06DEC2019 (MEDIAN) Months = 7.6 [5.95-9.79]; PFS by IRC Assessment as of Data Cut-off Date of 30SEP2020 (MEDIAN) Months = 7.7 [6.74-10.41]; PFS by Investigator Assessment (MEDIAN) Months = 9.6 [7.62-11.76]; PFS by IRC Based on Programmed Death Ligand 1 (PD-L1) Expression (MEDIAN) Months = 7.6 [5.5-14.5],,European Organization for the Research and Treatment of Cancer Quality of Life Questionnaire-Lung Cancer (EORTC QLQ-LC13) (LEAST_SQUARES_MEAN) Score on a scale = 0.4 [-5.0-5.9]; European Organization for the Research and Treatment of Cancer Quality of Life Questionnaire Core 30 (EORTC QLQ-C30) Global Health Status (LEAST_SQUARES_MEAN) Score on a scale = 2.4 [-3.4-8.2],Objective Response Rate (ORR) by IRC Assessment (NUMBER) Percentage of participants = 74.2 [65.4-81.7],Number of Participants With Adverse Events (COUNT_OF_PARTICIPANTS) Participants = 120,,
NCT03631199,Study of Efficacy and Safety of Pembrolizumab Plus Platinum-based Doublet Chemotherapy With or Witho,True,3,28,"Part 1 (Safety Run-in): Number of Participants With Dose-limiting Toxicities (DLTs) (COUNT_OF_PARTICIPANTS) Participants = 0; Part 2 (Double-blind, Randomized, Placebo-controlled): Progression-free Survival (PFS) Per Investigator Assessment Using RECIST v1.1 (MEDIAN) months = 6.77 [5.62-7.75]; Part 2 (Double-blind, Randomized, Placebo-controlled): Overall Survival (OS) Per Investigator Assessment Using RECIST v1.1 (MEDIAN) months = 20.83","Part 1 (Safety Run-in): Overall Response Rate (ORR) Per Investigator Assessment Using RECIST v1.1 (NUMBER) percentage of participants = 20.0 [2.5-55.6]; Part 2 (Double-blind, Randomized, Placebo-controlled): Overall Response Rate (ORR) Per Investigator Assessment Using RECIST v1.1 (NUMBER) percentage of participants = 45.6 [40.1-51.3]; Part 1 (Safety run-in): Disease Control Rate (DCR) Per Investigator Assessment Using RECIST v1.1 (NUMBER) percentage of participants = 70.0 [34.8-93.3]; Part 2 (Double-blind, Randomized, Placebo-controlled): Disease Control Rate (DCR) Per Investigator Assessment Using RECIST v1.1 (NUMBER) percentage of participants = 86.9 [82.7-90.4]; Part 1 (Safety run-in): Duration of Response (DOR) Per Investigator Assessment Using RECIST v1.1 (MEDIAN) months = 7.43; Part 2 (Double-blind, Randomized, Placebo-controlled): Duration of Response (DOR) Per Investigator Assessment Using RECIST v1.1 (MEDIAN) months = 14.26; ; ; Part 2 (Double-blind, Randomized, Placebo-controlled): Number of Participants With Antidrug Antibodies (ADA) of Canakinumab (COUNT_OF_PARTICIPANTS) Participants = 3; ; Part 2 (Double-blind, Randomized, Placebo-controlled): Antidrug Antibodies (ADA) of Pembrolizumab (COUNT_OF_PARTICIPANTS) Participants = 2; Part 1 (Safety Run-in): Serum Canakinumab Concentration (GEOMETRIC_MEAN) μg/mL = 0; Part 2 (Double-blind, Randomized, Placebo-controlled): Serum Canakinumab Concentration (GEOMETRIC_MEAN) μg/mL = 0; Part 1 (Safety Run-in): Serum Pembrolizumab Concentration (GEOMETRIC_MEAN) μg/mL = 0; Part 2 (Double-blind, Randomized, Placebo-controlled): Serum Pembrolizumab Concentration (GEOMETRIC_MEAN) μg/mL = 0; Part 1 (Safety Run-in): Plasma Pemetrexed Concentration (GEOMETRIC_MEAN) μg/mL = 0; Part 2 (Double-blind, Randomized, Placebo-controlled): Plasma Pemetrexed Concentration (GEOMETRIC_MEAN) μg/mL = 0; Part 1 (Safety Run-in): Plasma Cisplatin Concentration (GEOMETRIC_MEAN) μg/mL = 0; Part 2 (Double-blind, Randomized, Placebo-controlled): Plasma Cisplatin Concentration (GEOMETRIC_MEAN) μg/mL = 0; Part 1 (Safety Run-in): Plasma Carboplatin Concentration (GEOMETRIC_MEAN) μg/mL = 0; Part 2 (Double-blind, Randomized, Placebo-controlled): Plasma Carboplatin Concentration (GEOMETRIC_MEAN) μg/mL = 0; Part 1 (Safety Run-in): Plasma Paclitaxel Concentration (GEOMETRIC_MEAN) μg/mL = 0; Part 2 (Double-blind, Randomized, Placebo-controlled): Plasma Paclitaxel Concentration (GEOMETRIC_MEAN) μg/mL = 0; Part 2 (Double-blind, Randomized, Placebo-controlled): Plasma Nab-paclitaxel Concentration (GEOMETRIC_MEAN) μg/mL = 0; ; Part 2 (Double-blind, Randomized, Placebo-controlled): Time to Definitive Deterioration in Global Health Status/Quality of Life, Shortness of Breath and Pain Per EORTC QLQ-C30 Questionnaire (MEDIAN) months = 17.54; Part 2 (Double-blind, Randomized, Placebo-controlled): Change From Baseline in Score as Per the EuroQol 5 Dimension 5 Level (EQ-5D-5L) Questionnaire (MEAN) score on a scale = 0.766; Part 2 (Double-blind, Randomized, Placebo-controlled): Change From Baseline in Score as Per the EuroQol 5 Dimension 5 Level (EQ-5D-5L) Questionnaire - Visual Analog Scale (VAS) (MEAN) score on a scale = 0.1",,,,,"Part 1 (Safety run-in): Duration of Response (DOR) Per Investigator Assessment Using RECIST v1.1 (MEDIAN) months = 7.43; Part 2 (Double-blind, Randomized, Placebo-controlled): Duration of Response (DOR) Per Investigator Assessment Using RECIST v1.1 (MEDIAN) months = 14.26",,,,"Part 2 (Double-blind, Randomized, Placebo-controlled): Overall Survival (OS) Per Investigator Assessment Using RECIST v1.1 (MEDIAN) months = 20.83","Part 2 (Double-blind, Randomized, Placebo-controlled): Progression-free Survival (PFS) Per Investigator Assessment Using RECIST v1.1 (MEDIAN) months = 6.77 [5.62-7.75]",,"Part 2 (Double-blind, Randomized, Placebo-controlled): Time to Definitive Deterioration in Global Health Status/Quality of Life, Shortness of Breath and Pain Per EORTC QLQ-C30 Questionnaire (MEDIAN) months = 17.54; Part 2 (Double-blind, Randomized, Placebo-controlled): Change From Baseline in Score as Per the EuroQol 5 Dimension 5 Level (EQ-5D-5L) Questionnaire (MEAN) score on a scale = 0.766; Part 2 (Double-blind, Randomized, Placebo-controlled): Change From Baseline in Score as Per the EuroQol 5 Dimension 5 Level (EQ-5D-5L) Questionnaire - Visual Analog Scale (VAS) (MEAN) score on a scale = 0.1","Part 1 (Safety Run-in): Overall Response Rate (ORR) Per Investigator Assessment Using RECIST v1.1 (NUMBER) percentage of participants = 20.0 [2.5-55.6]; Part 2 (Double-blind, Randomized, Placebo-controlled): Overall Response Rate (ORR) Per Investigator Assessment Using RECIST v1.1 (NUMBER) percentage of participants = 45.6 [40.1-51.3]",,,
NCT03631706,M7824 Versus Pembrolizumab as a First-line (1L) Treatment in Participants With Programmed Death-liga,True,2,3,Progression-Free Survival (PFS) According to Response Evaluation Criteria in Solid Tumors (RECIST Version 1.1) Assessed by Independent Review Committee (IRC) (MEDIAN) months = 7.0 [0.0-19.4]; Overall Survival (OS) (MEDIAN) months = 21.1 [0.2-22.1],Number of Participants With Treatment-Emergent Adverse Events (TEAEs) and Treatment-Related TEAEs According to National Cancer Institute-Common Terminology Criteria for Adverse Events (NCI-CTCAE) Version 5.0 (COUNT_OF_PARTICIPANTS) Participants = 150; Percentage of Participants With Unconfirmed Best Overall Response According to Response Evaluation Criteria in Solid Tumors Version 1.1 (RECIST v1.1) as Assessed by Independent Review Committee (IRC) (NUMBER) percentage of participants = 46.7 [38.6-55.0]; ,,,,,,,,,Overall Survival (OS) (MEDIAN) months = 21.1 [0.2-22.1],Progression-Free Survival (PFS) According to Response Evaluation Criteria in Solid Tumors (RECIST Version 1.1) Assessed by Independent Review Committee (IRC) (MEDIAN) months = 7.0 [0.0-19.4],,,,Number of Participants With Treatment-Emergent Adverse Events (TEAEs) and Treatment-Related TEAEs According to National Cancer Institute-Common Terminology Criteria for Adverse Events (NCI-CTCAE) Version 5.0 (COUNT_OF_PARTICIPANTS) Participants = 150,,
NCT03631784,A Trial of Pembrolizumab in Combination With Chemotherapy and Radiotherapy in Stage III NSCLC (KEYNO,True,2,4,Percentage of Participants Who Developed Grade 3 or Higher Pneumonitis (NUMBER) Percentage of Participants = 8.0 [4.3-13.6]; Overall Response Rate (ORR) Per Response Evaluation Criteria in Solid Tumors Version 1.1 (RECIST 1.1) (NUMBER) Percentage of Participants = 71.4 [62.1-79.6],Progression Free Survival (PFS) Per Response Criteria in Solid Tumors Version 1.1 (RECIST 1.1) (MEDIAN) Months = 29.0 [16.6-48.5]; Overall Survival (OS) (MEDIAN) Months = 35.6 [26.1-44.2]; Number of Participants Who Experienced an Adverse Event (AE) (COUNT_OF_PARTICIPANTS) Participants = 108; Number of Participants Who Discontinued From Study Treatment Due to an AE (COUNT_OF_PARTICIPANTS) Participants = 48,,,,,,,,,Overall Survival (OS) (MEDIAN) Months = 35.6 [26.1-44.2],Progression Free Survival (PFS) Per Response Criteria in Solid Tumors Version 1.1 (RECIST 1.1) (MEDIAN) Months = 29.0 [16.6-48.5],,,Overall Response Rate (ORR) Per Response Evaluation Criteria in Solid Tumors Version 1.1 (RECIST 1.1) (NUMBER) Percentage of Participants = 71.4 [62.1-79.6],Number of Participants Who Discontinued From Study Treatment Due to an AE (COUNT_OF_PARTICIPANTS) Participants = 48,,
NCT03663205,A Study Evaluating the Efficacy and Safety of Tislelizumab Versus Chemotherapy in Advanced Non-Squam,True,1,10,Progression Free Survival (PFS) Assessed by Independent Review Committee (IRC) Assessment (MEDIAN) Months = 9.7 [7.72-11.53],Objective Response Rate (ORR) by IRC Assessment (NUMBER) Percentage of participants = 57.8 [51.1-64.4]; Duration of Response (DOR) by IRC Assessment (MEDIAN) Months = 10.6 [8.38-17.64]; Overall Survival (OS) (MEDIAN) Months = 21.4 [17.91-25.40]; PFS by Investigator Assessment (MEDIAN) Months = 9.7 [7.66-11.70]; ORR by Investigator Assessment (NUMBER) Percentage of participants = 57.4 [50.6-64.0]; DOR by Investigator Assessment (MEDIAN) Months = 14.5 [9.72-18.66]; Change From Baseline in European Organization for the Research and Treatment of Cancer Quality of Life Questionnaire-Lung Cancer (EORTC QLQ-LC13) (LEAST_SQUARES_MEAN) Score on a scale = -13.0 [-16.6--9.4]; Change From Baseline in European Organization for the Research and Treatment of Cancer Quality of Life Questionnaire Core 30 (EORTC QLQ-C30) Global Health Status (LEAST_SQUARES_MEAN) Score on a scale = 0.9 [-2.0-3.8]; Number of Participants With Adverse Events (COUNT_OF_PARTICIPANTS) Participants = 222; PFS by IRC Based on Programmed Death Ligand 1 (PD-L1) Expression (MEDIAN) Months = 7.6 [5.0-9.7],,,,,Duration of Response (DOR) by IRC Assessment (MEDIAN) Months = 10.6 [8.38-17.64]; DOR by Investigator Assessment (MEDIAN) Months = 14.5 [9.72-18.66],,,Objective Response Rate (ORR) by IRC Assessment (NUMBER) Percentage of participants = 57.8 [51.1-64.4]; ORR by Investigator Assessment (NUMBER) Percentage of participants = 57.4 [50.6-64.0],Overall Survival (OS) (MEDIAN) Months = 21.4 [17.91-25.40],Progression Free Survival (PFS) Assessed by Independent Review Committee (IRC) Assessment (MEDIAN) Months = 9.7 [7.72-11.53]; PFS by Investigator Assessment (MEDIAN) Months = 9.7 [7.66-11.70]; PFS by IRC Based on Programmed Death Ligand 1 (PD-L1) Expression (MEDIAN) Months = 7.6 [5.0-9.7],,Change From Baseline in European Organization for the Research and Treatment of Cancer Quality of Life Questionnaire-Lung Cancer (EORTC QLQ-LC13) (LEAST_SQUARES_MEAN) Score on a scale = -13.0 [-16.6--9.4]; Change From Baseline in European Organization for the Research and Treatment of Cancer Quality of Life Questionnaire Core 30 (EORTC QLQ-C30) Global Health Status (LEAST_SQUARES_MEAN) Score on a scale = 0.9 [-2.0-3.8],Objective Response Rate (ORR) by IRC Assessment (NUMBER) Percentage of participants = 57.8 [51.1-64.4],Number of Participants With Adverse Events (COUNT_OF_PARTICIPANTS) Participants = 222,,
NCT03664024,Biomarkers of Response to Pembrolizumab Combined With Chemotherapy in Non-Small Cell Lung Cancer (KE,True,2,4,Objective Response Rate (NUMBER) Percentage of Participants = 40.2 [31.2-49.6]; Tumor Mutation Burden (TMB) in Cell-free Circulating Tumor Deoxyribonucleic Acid (ctDNA) (MEAN) Mut/MB = 9,Progression Free Survival (PFS) (MEDIAN) Months = 7.2 [5.6-9.8]; Overall Survival (OS) (MEDIAN) Months = 18.1 [13.5-25.6]; Percentage of Participants Who Experienced One or More Adverse Events (AEs) (NUMBER) Percentage of Participants = 100; Percentage of Participants Discontinuing Study Intervention Due to an AE. (NUMBER) Percentage of Participants = 38.5,,,,,,,,Objective Response Rate (NUMBER) Percentage of Participants = 40.2 [31.2-49.6],Overall Survival (OS) (MEDIAN) Months = 18.1 [13.5-25.6],Progression Free Survival (PFS) (MEDIAN) Months = 7.2 [5.6-9.8],,,Objective Response Rate (NUMBER) Percentage of Participants = 40.2 [31.2-49.6],Percentage of Participants Who Experienced One or More Adverse Events (AEs) (NUMBER) Percentage of Participants = 100,,
NCT03679767,A Study of INCMGA00012 in Participants With Selected Solid Tumors (POD1UM-203),True,1,13,Overall Response Rate (ORR) (NUMBER) percentage of participants = 40.0 [23.9-57.9],; Disease Control Rate (DCR) (NUMBER) percentage of participants = 54.3 [36.6-71.2]; Progression-free Survival (PFS) (MEDIAN) months = 3.6; ; Number of Participants With Treatment-emergent Adverse Events (TEAEs) (COUNT_OF_PARTICIPANTS) Participants = 32; First-dose Cmax of Retifanlimab (MEAN) milligrams per Liter (mg/L) = 143; Cmax of Retifanlimab at Steady-state (MEAN) mg/L = 181; First-dose Tmax of Retifanlimab (MEDIAN) hours = 0.500 [0.500-1.00]; Tmax of Retifanlimab at Steady-state (MEDIAN) hours = 0.500 [0.500-1.00]; First-dose Cmin of Retifanlimab (MEAN) mg/L = 18.0; Cmin of Retifanlimabv at Steady-state (MEAN) mg/L = 38.2; First-dose AUC0-t of Retifanlimab (MEAN) day*mg/L = 1620; AUC0-t of Retifanlimab at Steady-state (MEAN) day*mg/L = 2030,,,,,,,,,,Progression-free Survival (PFS) (MEDIAN) months = 3.6,,,Overall Response Rate (ORR) (NUMBER) percentage of participants = 40.0 [23.9-57.9],Number of Participants With Treatment-emergent Adverse Events (TEAEs) (COUNT_OF_PARTICIPANTS) Participants = 32,,
